Affordability Data: 1-Yr Change,Affordability Data: Foreclosures,Affordability Data: Homes For Sale,Affordability Data: Homes For Sale By Owner,Affordability Data: Homes Recently Sold,Affordability Data: Median 2-Bedroom Home Value,Affordability Data: Median 3-Bedroom Home Value,Affordability Data: Median 4-Bedroom Home Value,Affordability Data: Median Condo Value,Affordability Data: Median List Price,Affordability Data: Median List Price Per Sq Ft,Affordability Data: Median Sale Price,Affordability Data: Median Single Family Home Value,Affordability Data: Median Value Per Sq Ft,Affordability Data: New Construction,Affordability Data: Percent Homes Decreasing,Affordability Data: Percent Listing Price Reduction,Affordability Data: Property Tax,Affordability Data: Turnover (Sold Within Last Yr),Affordability Data: Zillow Home Value Index,BuiltYear: 1900-1919,BuiltYear: 1920-1939,BuiltYear: 1940-1959,BuiltYear: 1960-1979,BuiltYear: 1980-1999,BuiltYear: <1900,BuiltYear: >2000,Census Summary-AgeDecade: 0s,Census Summary-AgeDecade: 10s,Census Summary-AgeDecade: 20s,Census Summary-AgeDecade: 30s,Census Summary-AgeDecade: 40s,Census Summary-AgeDecade: 50s,Census Summary-AgeDecade: 60s,Census Summary-AgeDecade: >=70s,Census Summary-CommuteTime: 10-20min,Census Summary-CommuteTime: 20-30min,Census Summary-CommuteTime: 30-45min,Census Summary-CommuteTime: 45-60min,Census Summary-CommuteTime: <10min,Census Summary-CommuteTime: >=60min,Census Summary-HomeSize: 1000-1400sqft,Census Summary-HomeSize: 1400-1800sqft,Census Summary-HomeSize: 1800-2400sqft,Census Summary-HomeSize: 2400-3600sqft,Census Summary-HomeSize: <1000sqft,Census Summary-HomeSize: >3600sqft,Census Summary-HomeType: Condo,Census Summary-HomeType: Other,Census Summary-HomeType: SingleFamily,Census Summary-Household: NoKids,Census Summary-Household: WithKids,Census Summary-Occupancy: Own,Census Summary-Occupancy: Rent,Census Summary-RelationshipStatus: Divorced-Female,Census Summary-RelationshipStatus: Divorced-Male,Census Summary-RelationshipStatus: Married-Female,Census Summary-RelationshipStatus: Married-Male,Census Summary-RelationshipStatus: Single-Female,Census Summary-RelationshipStatus: Single-Male,Census Summary-RelationshipStatus: Widowed-Female,Census Summary-RelationshipStatus: Widowed-Male,Homes & Real Estate Data: Avg Year Built,Homes & Real Estate Data: Condos,Homes & Real Estate Data: Median Home Size (Sq Ft),Homes & Real Estate Data: Owners,Homes & Real Estate Data: Renters,Homes & Real Estate Data: Single-Family Homes,People Data: Average Commute Time (Minutes),People Data: Average Household Size,People Data: Homes With Kids,People Data: Median Age,People Data: Median Household Income,People Data: Single Females,People Data: Single Males,city,id_x,latitude,longitude,name,state,url,zindex,id_y
0.137,,0.0,,0.0,366800.0,440300.0,480800.0,394700.0,0.0,296.0,464100.0,437900.0,0.0,,0.04,0.0,2949.0,0.073,428600.0,0.308490566038,0.112264150943,0.15141509434,0.112735849057,0.0811320754716,0.0198113207547,0.214150943396,0.125847829505,0.158334217333,0.13047254013,0.17323162847,0.165202126647,0.113053086705,0.0604631839471,0.0733953872617,0.208135184004,0.262656249348,0.247805997351,0.0909634806188,0.0886499533086,0.101789135369,0.244030563515,0.223495702006,0.211556829035,0.0859598853868,0.186246418338,0.031041069723,0.153400309119,0.191267387944,0.655332302937,0.694270207456,0.305729792544,0.54817448,0.45182552,0.0669628880689,0.0481473117673,0.216097062763,0.231780416369,0.187785807034,0.197167719651,0.0430331514775,0.00902564286802,1947.0,0.153400309119,1520.0,0.54817448,0.45182552,0.655332302937,30.2462113242,2.70941550534,0.305729792544,35.0,43063.9886052,0.187785807034,0.197167719651,Seattle,271839.0,47.5648,-122.286003,Columbia City,Washington,http://www.zillow.com/local-info/WA-Seattle/Columbia-City/r_271839/,379000.0,344055
0.111,,0.0,,0.0,536200.0,710800.0,833400.0,497100.0,0.0,407.0,525800.0,703900.0,0.0,,0.115,0.0,4562.0,0.077,627100.0,0.106458271896,0.111766440578,0.274255381893,0.196107342967,0.225302270717,,0.0846358006487,0.0839879134374,0.0668034915752,0.136939655686,0.205492985836,0.18329707919,0.133166135246,0.0598389922328,0.130473746797,0.236108480859,0.276753917374,0.203686883688,0.148898778988,0.0779992074444,0.0565527316465,0.248052352758,0.198504206918,0.203490183858,0.131505141789,0.157369897164,0.051729510751,0.359160839161,0.143496503496,0.497342657343,0.822955652877,0.177044347123,0.5739815,0.4260185,0.08125393884,0.0631762648048,0.252277869438,0.247312917096,0.136516246125,0.158098360994,0.0517203744588,0.00964402824228,1959.0,0.359160839161,1580.0,0.5739815,0.4260185,0.497342657343,28.5993258137,1.96217939361,0.177044347123,41.0,56978.0830047,0.136516246125,0.158098360994,Seattle,343997.0,47.576466,-122.398842,Alki,Washington,http://www.zillow.com/local-info/WA-Seattle/Alki/r_343997/,568600.0,344058
0.116,,0.0,,0.0,297300.0,344700.0,387000.0,297600.0,0.0,238.0,375000.0,358300.0,0.0,,0.064,0.0,2577.0,0.06,350500.0,0.236614853195,0.0990213010938,0.274035693725,0.180195739781,0.0713874496257,0.006332757628,0.132412204951,0.140525321585,0.149295984999,0.142281971076,0.145342935926,0.15271856824,0.101002298317,0.061929396602,0.106903523256,0.224534993568,0.268052266035,0.228506345569,0.146213978856,0.0609199667698,0.0717724492024,0.265317919075,0.222543352601,0.229479768786,0.079190751445,0.176878612717,0.0190751445086,0.0716630196936,0.0990153172865,0.82932166302,0.658755747836,0.341244252164,0.57567379,0.42432621,0.0525873733236,0.0335479506273,0.251303846968,0.245201113881,0.152748522153,0.193200524796,0.0595753275194,0.0118353407314,1952.0,0.0716630196936,1510.0,0.57567379,0.42432621,0.82932166302,29.9937247304,3.14967686126,0.341244252164,36.0,41107.587527,0.152748522153,0.193200524796,Seattle,250146.0,47.538786,-122.275961,Brighton,Washington,http://www.zillow.com/local-info/WA-Seattle/Brighton/r_250146/,324700.0,250146
0.082,,0.0,,0.0,1006000.0,554900.0,663600.0,600700.0,0.0,621.0,723300.0,564600.0,0.0,,0.274,0.0,4466.0,0.08,600300.0,0.102441613588,,,0.0095541401273,0.428874734607,,0.454352441613,0.0221423628244,0.0259780965947,0.16917261733,0.214949017223,0.205757945338,0.167756457801,0.0924413907535,0.101802112136,0.343624692959,0.22982760678,0.136606485515,0.0624573632415,0.191444955523,0.0360388959809,,,,,,,0.972149238045,0.0267997898055,,0.977612255625,0.0223877443748,0.20027529,0.79972471,0.067089276281,0.113755603502,0.16417810704,0.174539680115,0.148819260136,0.293660643631,0.0230685022181,0.0148889270765,1989.0,0.972149238045,1520.0,0.20027529,0.79972471,0.648794248438,22.0576572804,1.31424702235,0.0223877443748,44.0,25758.9738946,0.148819260136,0.293660643631,Seattle,271849.0,47.607346,-122.335089,Downtown,Washington,http://www.zillow.com/local-info/WA-Seattle/Downtown/r_271849/,563000.0,271849
0.095,,0.0,,0.0,356600.0,436600.0,549300.0,370500.0,0.0,310.0,390800.0,478900.0,0.0,,0.024,0.0,3255.0,0.068,418200.0,0.049543049543,0.104377104377,0.192881192881,0.159692159692,0.222703222703,,0.268398268398,0.0775892827659,0.0786906939414,0.278369761115,0.203664148657,0.167638942248,0.0787014328681,0.0433668736863,0.0719788647182,0.30116154084,0.258341481307,0.22338187335,0.127271014828,0.0474488766863,0.0423952129891,0.352598348713,0.206410879067,0.108305002428,0.0616804273919,0.228751821272,0.0315687226809,0.444706994329,0.114839319471,0.4404536862,0.828423037824,0.171576962176,0.37659343,0.62340657,0.0567557583954,0.0462551771657,0.190983175248,0.185751052772,0.223807499144,0.257966917402,0.0296657816295,0.00881463824295,1978.0,0.444706994329,1330.0,0.37659343,0.62340657,0.4404536862,27.7913813746,2.05009548621,0.171576962176,35.0,39012.5392447,0.223807499144,0.257966917402,Seattle,343999.0,47.699483,-122.336865,North College Park,Washington,http://www.zillow.com/local-info/WA-Seattle/North-College-Park/r_343999/,388200.0,343999
0.112,,0.0,,0.0,335400.0,370400.0,406800.0,332900.0,0.0,261.0,387000.0,377300.0,0.0,,0.013,0.0,2566.0,0.097,353300.0,,,,,,,,0.190429168014,0.170842250031,0.147103983537,0.183563819226,0.145254612463,0.0788827192634,0.0423502700078,0.0415731774586,0.24499987753,0.229968430495,0.256424701578,0.110692454052,0.0742883921181,0.083626144227,,,,,,,,,,0.727674336138,0.272325663862,0.35191599,0.64808401,0.065620653761,0.0519608088142,0.216186739034,0.192307829618,0.211159318362,0.216455259144,0.0360949168863,0.0102144743814,1949.0,0.249622896546,1520.0,0.35191599,0.64808401,0.648794248438,29.7862780104,2.8206776986,0.272325663862,30.0,29811.116132,0.211159318362,0.216455259144,Seattle,344033.0,47.543744,-122.368502,High Point,Washington,http://www.zillow.com/local-info/WA-Seattle/High-Point/r_344033/,322800.0,344033
0.148,,0.0,,0.0,276600.0,323800.0,367700.0,367200.0,0.0,197.0,372700.0,335700.0,0.0,,0.008,0.0,2315.0,0.057,333800.0,0.177514792899,0.0874894336432,0.361369399831,0.194843617921,0.10989010989,0.0063398140321,0.0625528317836,0.135517893053,0.145362924834,0.128639614577,0.158806188277,0.166840618862,0.106072018252,0.0719009838964,0.0868597582476,0.227623378093,0.251653246606,0.231104902792,0.153679849629,0.052011098554,0.0839275243258,0.207962727658,0.196526895383,0.29902583651,0.16349004659,0.111817026684,0.0203303684879,0.015197568389,0.116261398176,0.868541033435,0.680119232931,0.319880767069,0.71043714,0.28956286,0.0705918538296,0.0403203831503,0.239162240291,0.249420644727,0.15643160044,0.18242342702,0.0504113990121,0.0112384515287,1952.0,0.015197568389,1760.0,0.71043714,0.28956286,0.868541033435,30.8460991198,2.87410260042,0.319880767069,36.0,46395.1761347,0.15643160044,0.18242342702,Seattle,251704.0,47.511649,-122.257974,Rainier Beach,Washington,http://www.zillow.com/local-info/WA-Seattle/Rainier-Beach/r_251704/,296000.0,251704
0.119,,0.0,,0.0,266900.0,323800.0,364000.0,367200.0,0.0,243.0,326500.0,315900.0,0.0,,0.01,0.0,2323.0,0.061,313600.0,0.102538576406,0.142359382778,0.382279741165,0.172722747636,0.128422100548,,0.0716774514683,0.148284518828,0.135230125523,0.143933054393,0.204518828452,0.155481171548,0.103263598326,0.0478661087866,0.0614225941423,0.230639161312,0.281704430166,0.237064592492,0.0845451471086,0.100439634765,0.0656070341562,0.256140350877,0.192481203007,0.160902255639,0.0686716791979,0.305263157895,0.0140350877192,0.040546911834,0.078736445073,0.880716643093,0.708883826879,0.291116173121,0.64641389,0.35358611,0.0734885708182,0.045716727195,0.242469557787,0.277504806665,0.139286477248,0.183721427046,0.0316171758171,0.00619525742363,1951.0,0.040546911834,1300.0,0.64641389,0.35358611,0.880716643093,27.9191748394,2.72,0.291116173121,33.0,46838.0,0.139286477248,0.183721427046,Seattle,344029.0,47.527126,-122.341404,Highland Park,Washington,http://www.zillow.com/local-info/WA-Seattle/Highland-Park/r_344029/,287200.0,344029
0.083,,0.0,,0.0,591400.0,668900.0,763500.0,367200.0,0.0,418.0,665100.0,668700.0,0.0,,0.063,0.0,4999.0,0.052,655800.0,0.227188081937,0.240223463687,0.296834264432,0.112849162011,0.0584729981378,0.0108007448789,0.0536312849162,0.0983539923167,0.0680078560065,0.149956638224,0.205030045649,0.188636093179,0.108315744234,0.0610217573036,0.120677873088,0.222824112428,0.257006865426,0.220078179013,0.15508559094,0.098793462178,0.0462117900146,0.244029850746,0.233955223881,0.224626865672,0.144029850746,0.119776119403,0.0287313432835,0.130131964809,0.0604838709676,0.809384164223,0.785907556487,0.214092443513,0.55570287,0.44429713,0.0831434188795,0.0528530407386,0.232412576348,0.237594545034,0.148911188432,0.184155873765,0.0513283311135,0.00960102568873,1939.0,0.130131964809,1630.0,0.55570287,0.44429713,0.809384164223,28.152813377,2.00654805831,0.214092443513,39.0,49229.8996514,0.148911188432,0.184155873765,Seattle,252056.0,47.677581,-122.401052,Sunset Hill,Washington,http://www.zillow.com/local-info/WA-Seattle/Sunset-Hill/r_252056/,612800.0,252056
0.075,,0.0,,0.0,433800.0,543600.0,646800.0,367200.0,0.0,311.0,484000.0,586600.0,0.0,,0.056,0.0,4589.0,0.05,585700.0,0.0150019739439,0.146466640347,0.451243584682,0.232135807343,0.112514804579,,0.0422424003158,0.108944618886,0.106778836141,0.097756269973,0.141773612953,0.187455781694,0.132387896508,0.0902483005194,0.134654683327,0.24723421425,0.259482543545,0.2095076562,0.128957349676,0.084449204329,0.0703690319996,0.140371688414,0.183076314749,0.29537366548,0.251482799526,0.0798734677738,0.0490312376433,,0.0443425076452,0.953363914373,0.699186226146,0.300813773854,0.82136798,0.17863202,0.0593357278237,0.0301353771504,0.299584772314,0.307623990108,0.12105403543,0.139711156517,0.0348564303763,0.00769851028048,1953.0,0.249622896546,1980.0,0.82136798,0.17863202,0.953363914373,28.7116470298,2.46456498528,0.300813773854,41.0,68344.6664262,0.12105403543,0.139711156517,Seattle,271913.0,47.703815,-122.279031,Matthews Beach,Washington,http://www.zillow.com/local-info/WA-Seattle/Matthews-Beach/r_271913/,556700.0,271913
0.106,,0.0,,0.0,253000.0,304400.0,342300.0,228300.0,0.0,234.0,278500.0,311400.0,0.0,,0.013,0.0,2205.0,0.069,289600.0,0.0775151181968,0.114898295767,0.328202308961,0.202858713579,0.118746564046,,0.15777899945,0.139043522267,0.133729757085,0.186740890688,0.182439271255,0.142079959514,0.0931174089069,0.0406123481781,0.0822368421053,0.263048558816,0.256297065697,0.242015061023,0.123604258634,0.0423266683978,0.0727083874318,0.398117386489,0.155592469546,0.121262458472,0.0426356589147,0.245293466224,0.0265780730897,0.255702917772,0.0976127320954,0.646684350133,0.717517578722,0.282482421278,0.45409886,0.54590114,0.0819724116062,0.0459806564135,0.234659901697,0.225939432377,0.148247978437,0.207388615824,0.0437609005866,0.0120501030601,1957.0,0.255702917772,1210.0,0.45409886,0.54590114,0.646684350133,29.8003116074,2.43,0.282482421278,34.0,36849.0,0.148247978437,0.207388615824,Seattle,344031.0,47.52674,-122.361155,South Delridge,Washington,http://www.zillow.com/local-info/WA-Seattle/South-Delridge/r_344031/,268000.0,344031
0.041,,0.0,,0.0,480600.0,645700.0,663600.0,417600.0,0.0,434.0,444200.0,699500.0,0.0,,0.099,0.0,3419.0,0.088,441700.0,0.103540414162,0.121576486306,0.0380761523046,0.137608550434,0.311289245157,,0.285237140949,0.0392644169111,0.0324143131567,0.286957325833,0.244355374039,0.150641075743,0.137373719582,0.0625690365975,0.046424738137,0.373736257803,0.236150602648,0.164759369754,0.0711855700185,0.118882192622,0.0352860071536,0.204003079292,0.139337952271,0.122401847575,0.0623556581986,0.344110854503,0.100846805235,0.714938030007,0.187866927593,0.0971950424005,0.914996280518,0.0850037194821,0.35718407,0.64281593,0.0586625281447,0.061181887438,0.171182771546,0.156980657994,0.233079138791,0.291471329496,0.0230650046677,0.00437668192236,1985.0,0.714938030007,1292.0,0.35718407,0.64281593,0.0971950424005,23.6601310188,1.65153273122,0.0850037194821,38.0,52126.159136,0.233079138791,0.291471329496,Seattle,271857.0,47.638485,-122.329227,Eastlake,Washington,http://www.zillow.com/local-info/WA-Seattle/Eastlake/r_271857/,428400.0,271857
0.076,,0.0,,0.0,329700.0,424400.0,509600.0,367200.0,0.0,293.0,545000.0,416200.0,0.0,,0.175,0.0,3362.0,0.053,413700.0,0.0219643597181,0.12349772068,0.595109821798,0.14877745545,0.075010360547,,0.0352258599254,0.110010823237,0.112487008087,0.0863415040272,0.155413095849,0.204899193494,0.139089075513,0.0730329504468,0.118726349346,0.214640128209,0.3009653102,0.196780446187,0.159781343181,0.0601904961474,0.0676422760751,0.231312292359,0.208471760797,0.206810631229,0.10257475083,0.228820598007,0.0215946843853,0.0143540669856,0.0398724082934,0.94298245614,0.732170542636,0.267829457364,0.83334031,0.16665969,0.0562848505819,0.0400303143452,0.31586478968,0.293460716141,0.113108608375,0.125397908362,0.0459074656569,0.0099453468588,1949.0,0.0143540669856,1480.0,0.83334031,0.16665969,0.94298245614,29.7713394067,2.35268088311,0.267829457364,40.0,59880.6759883,0.113108608375,0.125397908362,Seattle,344024.0,47.506979,-122.381278,Arbor Heights,Washington,http://www.zillow.com/local-info/WA-Seattle/Arbor-Heights/r_344024/,385500.0,344024
0.051,,0.0,,0.0,345200.0,449100.0,618400.0,299000.0,0.0,287.0,307000.0,504700.0,0.0,,0.082,0.0,3756.0,0.067,445800.0,0.0072683222289,0.179285281647,0.290732889158,0.198667474258,0.172622652938,,0.150817686251,0.115579712153,0.0883663168345,0.209634441564,0.17522464598,0.163659997224,0.097880108017,0.0666128769419,0.0830419012863,0.252453886936,0.234551570034,0.243914147171,0.12535859034,0.0653789398465,0.0783428656719,0.207196029777,0.168734491315,0.184863523573,0.209677419355,0.147022332506,0.0700992555831,0.192218350755,0.116144018583,0.691637630662,0.776466830565,0.223533169435,0.37406547,0.62593453,0.0722923311747,0.0441418560434,0.214627305809,0.222027052499,0.170924539792,0.218296544966,0.0406666334099,0.0170237363063,1960.0,0.192218350755,1740.0,0.37406547,0.62593453,0.691637630662,29.7513770908,2.15428078616,0.223533169435,36.0,35360.2097952,0.170924539792,0.218296544966,Seattle,271831.0,47.724628,-122.287479,Cedar Park,Washington,http://www.zillow.com/local-info/WA-Seattle/Cedar-Park/r_271831/,432200.0,271831
0.069,,0.0,,0.0,399700.0,577700.0,671500.0,376600.0,0.0,325.0,514000.0,586500.0,0.0,,0.131,0.0,4494.0,0.059,568500.0,0.0721452460582,0.116579073101,0.493549928332,0.172957477305,0.0812231247013,,0.0635451505016,0.101123253027,0.0833697201683,0.0830139583698,0.173831514733,0.207038543363,0.133737530618,0.0638536840663,0.154031795655,0.23294900475,0.282462343452,0.212116571737,0.140696992324,0.0792235214805,0.0525515662561,0.183565593465,0.206150888996,0.263334935127,0.198462277751,0.102354637194,0.042767900048,0.0657423971377,0.0831842576028,0.851073345259,0.778576609159,0.221423390841,0.74999889,0.25000111,0.0700987691333,0.0365804945908,0.294600883541,0.290073242871,0.116172329999,0.120051524752,0.051192027072,0.02123072804,1952.0,0.0657423971377,1820.0,0.74999889,0.25000111,0.851073345259,28.3881077348,2.15242268374,0.221423390841,42.0,60755.5188472,0.116172329999,0.120051524752,Seattle,344023.0,47.522217,-122.389197,Fauntleroy,Washington,http://www.zillow.com/local-info/WA-Seattle/Fauntleroy/r_344023/,535900.0,344023
0.126,,0.0,,0.0,318500.0,418000.0,472100.0,261200.0,0.0,261.0,270000.0,439800.0,0.0,,0.023,0.0,3201.0,0.066,403400.0,,0.0323645970937,0.449801849405,0.220607661823,0.153896961691,,0.140026420079,0.0895799419555,0.0983688971263,0.181195142156,0.158179710752,0.162741827175,0.0999514921487,0.0744719232759,0.13551106541,0.242756632628,0.257536522206,0.224812566862,0.149822903852,0.0714900360172,0.0535813384341,0.250501002004,0.260521042084,0.190380761523,0.0741482965931,0.197728790915,0.0113560454241,0.297542043984,0.0523932729624,0.650064683053,0.774939398381,0.225060601619,0.56641178,0.43358822,0.0652654516245,0.0441302854835,0.220883311347,0.239278252949,0.167502299423,0.188366971296,0.0641706044404,0.0104028234365,1960.0,0.297542043984,1430.0,0.56641178,0.43358822,0.650064683053,28.7985333507,2.22116413378,0.225060601619,39.0,43197.8068083,0.167502299423,0.188366971296,Seattle,343993.0,47.723129,-122.320343,Pinehurst,Washington,http://www.zillow.com/local-info/WA-Seattle/Pinehurst/r_343993/,365100.0,343993
0.08,,0.0,,0.0,525400.0,902500.0,663600.0,428700.0,0.0,468.0,439700.0,1304800.0,0.0,,0.134,0.0,3509.0,0.088,476300.0,0.107187894073,0.13051702396,0.0762925598991,0.182849936948,0.273644388398,0.0119798234552,0.217528373266,0.0311212966109,0.0204928721389,0.286009932856,0.260276322634,0.137149177808,0.106222107683,0.0416729181608,0.117055372109,0.337365824375,0.253021082141,0.176946001569,0.101113012017,0.102690792568,0.0288632873303,,,,,,,0.744360902256,0.125313283208,0.130325814536,0.955933236701,0.0440667632992,0.23543358,0.76456642,0.0835389906725,0.0474670366406,0.136637815198,0.137826701313,0.257443372442,0.275496779891,0.0520203478954,0.00956895594722,1978.0,0.744360902256,1520.0,0.23543358,0.76456642,0.130325814536,24.7136470579,1.44238837619,0.0440667632992,40.0,43038.6918111,0.257443372442,0.275496779891,Seattle,271906.0,47.628861,-122.354041,Lower Queen Anne,Washington,http://www.zillow.com/local-info/WA-Seattle/Lower-Queen-Anne/r_271906/,449200.0,271906
0.053,,0.0,,0.0,383700.0,453000.0,516800.0,214700.0,0.0,283.0,390000.0,459900.0,0.0,,0.05,0.0,3673.0,0.062,442600.0,,0.153722549545,0.475629351901,0.11408677022,0.14729512587,,0.105516871987,0.0922644698229,0.0824579370481,0.217202997749,0.181158483422,0.177115524001,0.109977920974,0.0588471368815,0.0809755301012,0.23858344262,0.279384392475,0.205009358761,0.13089707799,0.0650145326159,0.0811111955375,0.238556812062,0.22563274098,0.219170705439,0.0996230479267,0.191707054389,0.0166935918147,0.15368531103,0.0564558285415,0.789858860429,0.826398693292,0.173601306708,0.49498483,0.50501517,0.0743768329324,0.0521518915583,0.225028205102,0.220716597215,0.180214231021,0.210908288108,0.0287845737057,0.00781938035807,1949.0,0.15368531103,1520.0,0.49498483,0.50501517,0.789858860429,29.6492413516,2.10761111527,0.173601306708,37.0,42063.8745058,0.180214231021,0.210908288108,Seattle,272005.0,47.709842,-122.303948,Victory Heights,Washington,http://www.zillow.com/local-info/WA-Seattle/Victory-Heights/r_272005/,422200.0,272005
0.084,,0.0,,0.0,508900.0,676800.0,826000.0,428400.0,0.0,395.0,679800.0,713800.0,0.0,,0.074,0.0,4843.0,0.082,666900.0,0.314462416746,0.16079923882,0.123215984776,0.0742150333016,0.169838249286,0.0390104662226,0.118458610847,0.125174320553,0.118524814713,0.125507669673,0.185942678407,0.179275588132,0.127890306779,0.0542676184989,0.0834170032432,0.296688010174,0.287761258255,0.193761637838,0.0761375890904,0.100547421156,0.0451040834872,0.169467114738,0.215074411906,0.218434949592,0.191550648104,0.130580892943,0.0705712914066,0.16134751773,0.137411347518,0.701241134752,0.77228263417,0.22771736583,0.63049343,0.36950657,0.0726160624033,0.0515047801387,0.199238007342,0.201877149013,0.194904314587,0.217895654738,0.0528049144097,0.00915911736842,1929.0,0.16134751773,1780.0,0.63049343,0.36950657,0.701241134752,25.6713339007,2.35156234924,0.22771736583,36.0,57709.2560648,0.194904314587,0.217895654738,Seattle,271901.0,47.599748,-122.290462,Leschi,Washington,http://www.zillow.com/local-info/WA-Seattle/Leschi/r_271901/,624600.0,271901
0.143,,0.0,,0.0,699000.0,1012200.0,1288000.0,367200.0,0.0,469.0,845000.0,1211000.0,0.0,,0.019,0.0,8488.0,0.048,1199300.0,0.0381962864721,0.37824933687,0.431299734748,0.0610079575596,0.0445623342175,,0.0450928381962,0.157761492338,0.111792138574,0.0954030646236,0.160559626915,0.152964690207,0.142838107928,0.0666222518321,0.112058627582,0.318385650224,0.256566303652,0.188340807175,0.1066623959,0.109224855862,0.0208199871877,0.0548455804046,0.0921192758253,0.210862619808,0.387646432375,0.0969116080937,0.154952076677,0.0997402597402,0.0472727272726,0.852987012987,0.654377880184,0.345622119816,0.73496365,0.26503635,0.0554233253995,0.0221013260796,0.342740564434,0.323359401564,0.0924855491329,0.115946956817,0.0370622237334,0.0108806528392,1940.0,0.0997402597402,2510.0,0.73496365,0.26503635,0.852987012987,24.6418962204,2.48,0.345622119816,37.0,81866.0,0.0924855491329,0.115946956817,Seattle,251100.0,47.658207,-122.278598,Laurelhurst,Washington,http://www.zillow.com/local-info/WA-Seattle/Laurelhurst/r_251100/,1070400.0,251100
0.103,,0.0,,0.0,319200.0,364300.0,392000.0,367200.0,0.0,312.0,352500.0,352000.0,0.0,,0.011,0.0,2776.0,0.068,349800.0,0.048588312541,0.20617202889,0.596191726855,0.0492449113591,0.0623768877216,,0.0374261326329,0.135379813027,0.112176407595,0.160695522373,0.198293205373,0.16332521545,0.0936260652112,0.0514060283945,0.0850977425765,0.262024350968,0.257408626343,0.236297966406,0.125160061805,0.0557957115182,0.0633132829605,0.316171617162,0.180198019802,0.0943894389438,0.0250825082508,0.374917491749,,0.0501628664495,0.014983713355,0.928338762215,0.746977494524,0.253022505476,0.56931436,0.43068564,0.078703800646,0.0551610932619,0.24452818233,0.229489958585,0.149701854484,0.189773740798,0.039302586214,0.0133387836804,1947.0,0.0501628664495,1130.0,0.56931436,0.43068564,0.928338762215,29.0762366407,2.34102401257,0.253022505476,35.0,42847.0623182,0.149701854484,0.189773740798,Seattle,344030.0,47.527392,-122.370661,Roxhill,Washington,http://www.zillow.com/local-info/WA-Seattle/Roxhill/r_344030/,324300.0,344030
0.103,,0.0,,0.0,515300.0,582400.0,614300.0,480600.0,0.0,410.0,514500.0,572800.0,0.0,,0.019,0.0,4463.0,0.069,565600.0,0.213810741688,0.424552429668,0.212787723785,0.0281329923273,0.0429667519181,0.007672634271,0.0700767263427,0.0990240029747,0.0861290507859,0.153697967855,0.252177126379,0.17127888251,0.111143965215,0.0311797118138,0.0953692924667,0.240368770753,0.273002562634,0.197817725069,0.150641682704,0.0785914416731,0.0595778171661,0.323604710701,0.270865335381,0.16026625704,0.0573476702508,0.174603174603,0.0133128520225,0.0640895218718,0.0498474059002,0.886063072228,0.782687044469,0.217312955531,0.63617432,0.36382568,0.0749237003994,0.0534551814834,0.216523550237,0.215327268109,0.184151640301,0.201298897593,0.0426598190743,0.0116599428034,1928.0,0.0640895218718,1410.0,0.63617432,0.36382568,0.886063072228,28.6402065383,2.15278666577,0.217312955531,37.0,53524.6372771,0.184151640301,0.201298897593,Seattle,252336.0,47.683314,-122.371424,Whittier Heights,Washington,http://www.zillow.com/local-info/WA-Seattle/Whittier-Heights/r_252336/,524800.0,252336
0.154,,0.0,,0.0,548300.0,663200.0,731100.0,335200.0,0.0,403.0,456000.0,670400.0,0.0,,0.013,0.0,4760.0,0.061,651600.0,0.0268279852709,0.276696475539,0.493424513414,0.110994213572,0.0352446081009,,0.0557601262493,0.110242846754,0.0929032515211,0.151766602836,0.176563163027,0.182372384749,0.128034453098,0.0471510942428,0.110966203772,0.244882234769,0.282482070712,0.206183405017,0.126509155427,0.100542004856,0.0394011292181,0.232484076433,0.236730360934,0.239384288747,0.115180467091,0.147558386412,0.0217622080679,0.126635269492,0.0366300366299,0.836734693877,0.718159721012,0.281840278988,0.71733781,0.28266219,0.0639824440614,0.0266573199479,0.26420220587,0.263994238598,0.163374129371,0.166618773068,0.0401216379319,0.0110492511511,1947.0,0.126635269492,1610.0,0.71733781,0.28266219,0.836734693877,26.9382448725,2.30160570403,0.281840278988,38.0,64572.2373166,0.163374129371,0.166618773068,Seattle,344003.0,47.672037,-122.286168,Bryant,Washington,http://www.zillow.com/local-info/WA-Seattle/Bryant/r_344003/,569300.0,344003
0.119,,0.0,,0.0,487600.0,597900.0,689500.0,346400.0,0.0,386.0,288500.0,612500.0,0.0,,0.08,0.0,4472.0,0.055,592700.0,0.291332847778,0.445739257101,0.0793882010196,0.0160233066278,0.0429715950473,,0.117261471231,0.0712001874499,0.0650089772689,0.309727915354,0.211644477568,0.142519789514,0.100207775783,0.036750623892,0.0629402531703,0.305745202762,0.257572551924,0.211916173674,0.0860351844167,0.077592606155,0.0611382810685,0.235207100592,0.267011834319,0.21375739645,0.108727810651,0.154585798817,0.0096153846153,0.112237509051,0.0695148443157,0.818247646633,0.831252221301,0.168747778699,0.44571657,0.55428343,0.05846470614,0.036254200905,0.175335603022,0.189018818803,0.241528096779,0.270803006502,0.0228954796072,0.00570008824247,1925.0,0.112237509051,1560.0,0.44571657,0.55428343,0.818247646633,27.1475107165,2.11897170968,0.168747778699,35.0,53227.0794471,0.241528096779,0.270803006502,Seattle,344002.0,47.680657,-122.313832,Roosevelt,Washington,http://www.zillow.com/local-info/WA-Seattle/Roosevelt/r_344002/,532800.0,344002
