transit_score,walkscore,hood,crime,serious crime,prostitution,family vs single,expensiveness,Age
58.75,78.625,Wallingford,-0.0363789745412,-0.0219323149286,0.110988998558,-0.0510436005164,0.107590609859,-0.195760991037
50.6363636364,80.0,Whittier Heights,0.0616568648056,-0.0219323149286,-0.0743599501868,0.0234021715039,0.00366326410083,-0.0637328162498
68.0,78.5,Atlantic,0.00635023450632,-0.0137861458792,-0.0169420199906,0.0354860888308,-0.0211869568063,0.0193534091741
95.3125,96.3125,Belltown,-0.12994426505,-0.0107313324857,0.0434211883787,-0.210492420133,0.039857492591,-0.0843402886171
47.9047619048,58.0476190476,Bitter Lake,0.0268771350996,-0.00462170569871,-0.0352190102284,-0.045317327692,-0.0476099541429,0.221609414082
44.5454545455,44.3636363636,Broadview,0.0286246093969,-0.0198957726663,-0.027074280727,0.0628731554804,-0.00584069440543,0.178096386605
48.9473684211,56.8947368421,Cedar Park,0.0424720535421,-0.0198957726663,-0.0553238988334,0.00255274813521,-0.101390094046,0.0076022281432
58.25,80.35,Columbia City,-0.00938269306536,-0.0168409592728,0.0296165170751,0.059718232187,-0.157639337865,-0.0471799824145
99.1111111111,98.3333333333,Downtown,-0.674965634486,0.0554562910404,0.238083443914,-0.208626565527,0.202989180435,0.111433071137
59.8333333333,72.3333333333,Eastlake,0.00972520861724,-0.0219323149286,-0.0206795085428,-0.160939429693,0.0489244732152,-0.0975614769168
96.2916666667,97.875,First Hill,-0.201181808649,-0.0137861458792,0.0212612414149,-0.245486192729,-0.0507006790046,0.014965312589
46.3333333333,41.0,Industrial District,-0.0618317985226,0.00250619221949,0.0885088414536,-0.00312916628893,-0.0166230705141,0.102616989141
100.0,96.3333333333,International District,-0.093904819125,0.0992419496808,0.112117951823,-0.165517644913,-0.0302790279614,0.310296563069
51.0,63.6956521739,Leschi,0.0477757558781,-0.0219323149286,-0.0659055866457,0.0311611410125,0.0625827072166,-0.0305394180509
70.0,90.0952380952,Lower Queen Anne,-0.0666080849804,-0.0158226881416,0.0612232265321,-0.190344156175,0.115214956359,-0.0201515030471
38.75,28.7916666667,Matthews Beach,0.0604089082125,-0.0219323149286,-0.0625191504546,0.125462443208,-0.037910206524,0.0879169737515
47.25,62.25,Meadowbrook,0.0447636004922,-0.0219323149286,-0.0743490188459,0.0475671260106,-0.0446648075792,-0.0358670574924
62.2,63.45,Montlake,0.0633623377481,-0.0219323149286,-0.0919211683452,0.0918362306562,0.180092890494,-0.0779298822119
47.9473684211,65.1578947368,Olympic Hills,0.031797877114,-0.0219323149286,-0.0314465727459,0.0305409882849,-0.0691400478695,0.0638789746623
47.7916666667,74.125,Phinney Ridge,0.0203332649123,-0.0198957726663,-0.0220476296021,0.00440034875934,0.0594560258342,-0.105209220817
100.0,96.3333333333,Pioneer Square,-0.0757175794814,-0.0188775015351,0.0111147395662,-0.170828840303,0.029898235856,0.106086467272
68.875,62.75,Portage Bay,0.0661758945644,-0.0219323149286,-0.0875631147534,-0.100986190921,0.132459728317,-0.0797756720954
40.75,46.375,Sand Point,0.0717501687536,-0.0219323149286,-0.108691399351,-1.07952118952e-18,-0.0273210554292,1.0466525995e-17
41.1428571429,44.4285714286,Seward Park,0.0487506733399,-0.0219323149286,-0.0313099446998,0.119231950502,0.017183301464,0.0310095069911
91.4285714286,96.1428571429,South Lake Union,-0.00352523657521,0.0697120868768,-0.0588719807036,-0.0450263833355,-0.0100827878592,-0.0042228743009
40.0,58.7272727273,Magnolia,0.0130956566305,-0.0219323149286,-0.00485860328163,0.0389721406362,0.10339296741,0.03376415437
69.6428571429,91.8571428571,University District,-0.212994809341,-0.0209140437974,0.280943032636,-0.0832987528593,0.0300083515563,-0.268247342851
51.2777777778,68.1111111111,Victory Heights,0.0576052397465,-0.0219323149286,-0.0545091809694,0.00769385248753,-0.103311051422,-0.0591143969308
67.625,76.1875,Westlake,0.0147839183039,-0.0198957726663,-0.0523704963836,-0.141117284021,0.0142605073333,-0.0365442551866
40.4615384615,35.0769230769,Windermere,0.0701843914011,-0.0219323149286,-0.0986806602477,0.144990239735,0.2217885839,0.0227698346229
48.0,65.0769230769,Pinehurst,0.0497486287284,-0.0219323149286,-0.0532553963006,0.0249663789157,-0.0809359408194,0.0857290700206
40.6315789474,42.7894736842,View Ridge,0.0684431804256,-0.0219323149286,-0.081510189523,0.104460237484,0.0624346457455,0.131537097045
33.9166666667,47.0416666667,Alki,0.0441107575337,-0.0219323149286,-0.0883650332466,-0.00825515422702,0.0417249011095,0.0607621959309
55.625,82.875,Northgate,0.0209588360108,-0.0219323149286,-0.0179106245365,-0.0865457644384,-0.141919339278,0.112067856265
55.9583333333,67.2083333333,North College Park,0.0242275473044,-0.0158226881416,-0.0375948497974,-0.0584908449232,-0.0363866968318,-0.114775633517
51.28,62.04,Maple Leaf,0.0320774531376,-0.0219323149286,0.0243023714309,0.0190583096275,-0.0225066214588,-0.0383337351663
43.125,66.4583333333,Wedgwood,0.0458026726759,-0.0117496036169,-0.0117266753497,0.090535970167,0.0164167978328,0.0136142868203
55.8235294118,84.5294117647,Roosevelt,0.0456673356387,-0.0219323149286,-0.0590275933191,-0.0260604889204,0.0061415536653,-0.164114655235
46.3333333333,72.6666666667,Bryant,0.0633602325807,-0.0219323149286,-0.0739359797565,0.0860040820532,0.071791848375,-0.0211104485633
43.6666666667,54.0,Hawthorne Hills,0.075674426818,-0.0219323149286,-0.106360143094,0.081959228276,0.108670915813,-0.0279547573438
48.5454545455,64.8181818182,Olympic Manor,0.068448795637,-0.0219323149286,-0.102537947184,0.122152036452,0.0720582499404,0.147907372997
45.2857142857,48.0,Blue Ridge,0.0677603148323,-0.0219323149286,-0.104103815031,0.0612928639574,0.0566724811805,0.0671815197573
39.6666666667,28.6666666667,North Beach,0.0732244746705,-0.0219323149286,-0.10475918422,0.116787346254,0.136432031386,0.167407252487
55.347826087,76.3043478261,Madison Valley,0.0711538838352,-0.0219323149286,-0.105599500826,-0.0339277456017,0.0848157367133,-0.0564087070608
44.3043478261,59.7826086957,Admiral,0.0393795518723,-0.0219323149286,-0.0513774452747,0.0387484446116,0.0232959973645,0.066257026689
43.84,34.48,Fauntleroy,0.0567101735001,-0.0219323149286,-0.0787545338613,0.0914237716529,-0.0148093384893,0.139863160832
38.625,23.8125,Arbor Heights,0.0583543953608,-0.0219323149286,-0.0698268704363,0.134101627799,-0.103825279573,0.0658365730256
49.8181818182,57.1818181818,Highland Park,0.0426038943156,-0.0209140437974,-0.010048491277,0.0904326233922,-0.145337253194,-0.111830246313
50.1052631579,65.8947368421,Roxhill,0.0343443931141,-0.0219323149286,-0.0622076483849,0.0597885828796,-0.112995241872,-0.0381977264777
53.2,70.3,South Delridge,0.0248721177757,-0.0198957726663,0.0599893554282,0.040754306782,-0.163888787069,-0.0669255405286
50.9047619048,44.0952380952,North Delridge,0.04812926827,-0.0219323149286,-0.0677265839631,-0.0114485970772,-0.093625130626,-0.102528458965
47.0,54.4375,High Point,0.0406407627585,-0.0219323149286,0.00292204861943,0.0293074577021,-0.146297010798,-0.147502422163
42.5882352941,37.8235294118,Riverview,0.0666291163508,-0.0219323149286,-0.0780161832489,0.119485176856,-0.119597316033,-0.109663046512
