id,latitude,longitude,name,url,zindex,Census Summary-RelationshipStatus: Divorced-Female,Census Summary-AgeDecade: 60s,Affordability Data: Percent Listing Price Reduction,Census Summary-HomeSize: <1000sqft,Affordability Data: Foreclosures,Affordability Data: Median Sale Price,BuiltYear: 1900-1919,People Data: Single Females,BuiltYear: <1900,Homes & Real Estate Data: Owners,Affordability Data: Homes For Sale By Owner,Census Summary-HomeType: Condo,Affordability Data: Property Tax,Census Summary-AgeDecade: 30s,Census Summary-HomeSize: 1800-2400sqft,Affordability Data: Median List Price Per Sq Ft,People Data: Homes With Kids,Affordability Data: Percent Homes Decreasing,Census Summary-Household: WithKids,Census Summary-RelationshipStatus: Widowed-Female,Affordability Data: Zillow Home Value Index,city,Homes & Real Estate Data: Renters,People Data: Average Commute Time (Minutes),Census Summary-AgeDecade: 20s,People Data: Median Age,Affordability Data: Median Condo Value,Census Summary-CommuteTime: 30-45min,BuiltYear: >2000,Census Summary-HomeType: SingleFamily,Homes & Real Estate Data: Median Home Size (Sq. Ft.),state,Affordability Data: Median 3-Bedroom Home Value,Affordability Data: Median Single Family Home Value,People Data: Single Males,Affordability Data: Homes Recently Sold,Homes & Real Estate Data: Single-Family Homes,Census Summary-RelationshipStatus: Divorced-Male,Census Summary-AgeDecade: 10s,Affordability Data: Median 2-Bedroom Home Value,Census Summary-HomeType: Other,Census Summary-RelationshipStatus: Married-Female,Census Summary-RelationshipStatus: Married-Male,Census Summary-CommuteTime: 10-20min,Homes & Real Estate Data: Avg. Year Built,Census Summary-RelationshipStatus: Single-Female,Homes & Real Estate Data: Condos,Census Summary-HomeSize: >3600sqft,People Data: Median Household Income,Affordability Data: Homes For Sale,Census Summary-CommuteTime: 45-60min,Census Summary-Occupancy: Rent,BuiltYear: 1920-1939,People Data: Average Household Size,Census Summary-RelationshipStatus: Widowed-Male,Census Summary-AgeDecade: 0s,Census Summary-Occupancy: Own,Census Summary-CommuteTime: >=60min,BuiltYear: 1960-1979,Census Summary-RelationshipStatus: Single-Male,Census Summary-HomeSize: 1000-1400sqft,BuiltYear: 1940-1959,BuiltYear: 1980-1999,Affordability Data: Median List Price,Census Summary-CommuteTime: <10min,Census Summary-HomeSize: 2400-3600sqft,Affordability Data: Turnover (Sold Within Last Yr.),Affordability Data: Median Value Per Sq Ft,Census Summary-AgeDecade: >=70s,Affordability Data: Median 4-Bedroom Home Value,Census Summary-AgeDecade: 40s,Affordability Data: New Construction,Census Summary-AgeDecade: 50s,Census Summary-Household: NoKids,Affordability Data: 1-Yr. Change,Census Summary-HomeSize: 1400-1800sqft,Census Summary-CommuteTime: 20-30min
250206,47.62622,-122.315979,Capitol Hill,http://www.zillow.com/local-info/WA-Seattle/Capitol-Hill/r_250206/,415600,0.0803762303422849,0.046332568409383,0,NA,,432700,0.2592826471331,0.207002602816574,0.0109876231371,0.51158806,,0.5993784959602,3360,0.222138368063286,NA,471,0.19593326845898,0.113,0.19593326845898,0.0414896896945265,435700,Seattle,0.48841194,25.202654150037155,0.181527566436294,37,373600,0.174413139539797,0.2056074766355,0.2503418272218,1520,Washington,867100,1114500,0.243227146780635,0,0.2503418272218,0.0433246055601375,0.0878027578720118,449000,0.1502796768178,0.187243760654359,0.187638959662438,0.36948122166505,1961,0.207002602816574,0.5993784959602,NA,58707.4033251569,0,0.0762244375784746,0.48841194,0.1640565799444,2.10003072845514,0.00969700448904403,0.0883301945604157,0.51158806,0.0499263702104774,0.1278100530436,0.243227146780635,NA,0.05127557464,0.180980045466,0,0.0868996703047729,NA,0.07,0,0.0781891301977849,1185300,0.166936207031568,,0.128743207429257,0.80406673154102,0.066,NA,0.243055160701428
272001,47.660897,-122.305045,University District,http://www.zillow.com/local-info/WA-Seattle/University-District/r_272001/,514200,0.0354004805226359,0.0289596382286902,0,NA,,370000,0.3779184804115,0.307340658154037,0.0055401662049,0.2782266,,NA,4112,0.151568787131676,NA,382,0.118506120506633,0.033,0.118506120506633,0.0177064492616689,589300,Seattle,0.7217734,25.290095105463894,0.459740935353733,31,392800,0.185863204249101,0.1139691333597,NA,1520,Washington,611700,692700,0.369131099892917,0,0.6487942484377,0.0308617012660962,0.120134367072091,451200,NA,0.111839843785151,0.125119185811084,0.343027233922857,1922,0.307340658154037,0.2496228965463,NA,36936.4891832131,0,0.078711872752473,0.7217734,0.2627621685793,2.12089908068845,0.00260058130640967,0.0427530669327387,0.2782266,0.0464475734977107,0.0969529085872,0.369131099892917,NA,0.0455085081123,0.0973486347447,0,0.0969116825242883,NA,0.06,0,0.0371661800589213,732000,0.0922533604892122,,0.0674236647329364,0.881493879493367,0.163,NA,0.249038433053571
271990,47.650943,-122.409136,Magnolia,http://www.zillow.com/local-info/WA-Seattle/Magnolia/r_271990/,662000,0.0630157033721056,0.0601851237463368,0,0.1273972602739,,678300,0.0562882392929,0.122991110498205,0.0031271244051,0.63411396,,0.1452653760042,5423,0.19122650927761,0.2160273972602,395,0.200830193504164,0.052,0.200830193504164,0.0431497972988503,699500,Seattle,0.36588604,24.435438027701903,0.150640258803179,39,356000,0.160924483119161,0.0901427600271,0.7824311866192,1820,Washington,727500,760400,0.182546175728548,0,0.7824311866192,0.0403851984844708,0.0753361017467774,544300,0.07230343737639999,0.273071952278156,0.262924739794665,0.337774531462556,1947,0.122991110498205,0.1452653760042,0.0738356164383,63005.4734133852,0,0.0929222598851001,0.36588604,0.2033990482664,2.08199391011308,0.011915322545,0.0981147513944758,0.63411396,0.0384070007982282,0.1394969408565,0.182546175728548,0.1630136986301,0.4398368456832,0.0677090414683,0,0.121295195453472,0.2093150684931,0.068,0,0.114896330474552,919400,0.171952201643227,,0.137648722913841,0.799169806495836,0.073,0.2043835616438,0.248676529281482
250788,47.694211,-122.355281,Greenwood,http://www.zillow.com/local-info/WA-Seattle/Greenwood/r_250788/,421400,0.066160558683967,0.0454353931183765,0,0.3002588438308,,418300,0.2020787186914,0.195468861430415,0.0071562446754,0.53467331,,0.2276176024279,3595,0.229132566969393,0.1252804141501,357,0.177656165661725,0.035,0.177656165661725,0.0411324429902852,455100,Seattle,0.46532669,27.047505138787557,0.212971811956105,36,295500,0.202425888509743,0.1047878684614,0.697521497218,1280,Washington,490000,496500,0.226382415248212,0,0.697521497218,0.0571342746535438,0.0824617071904197,406800,0.0748609003539,0.197399058569959,0.204676915367045,0.271956797040843,1940,0.195468861430415,0.2276176024279,0.0219154443485,47339.3036922304,0,0.122509244444631,0.46532669,0.2635883455443,2.11020963468787,0.0116454730565732,0.0844318877250855,0.53467331,0.0459340679364185,0.0918384733344,0.226382415248212,0.290595340811,0.1616970523087,0.1688532969841,0,0.0905863882809246,0.0515962036238,0.07,0,0.0845788139951931,579900,0.168916281046814,,0.0920715379986132,0.822343834338275,0.095,0.2032786885245,0.266587613787439
252248,47.658763,-122.334464,Wallingford,http://www.zillow.com/local-info/WA-Seattle/Wallingford/r_252248/,608500,0.0463787556116988,0.0322949373939587,0,0.1460998018375,,608500,0.4572627163083,0.260353824221561,0.0267435762978,0.43378256,,0.159445407279,4987,0.219485481715818,0.2226625833183,441,0.144192249184254,0.013,0.144192249184254,0.0197927634562826,666400,Seattle,0.56621744,25.127139719189927,0.312791685053778,35,418600,0.197009920859293,0.1183359552525,0.7240901213171,1600,Washington,699800,700100,0.287997712744117,0,0.7240901213171,0.042055244592876,0.067594926857953,571500,0.1164644714037,0.16905311299682,0.170329072051513,0.336341966049079,1919,0.260353824221561,0.159445407279,0.0270221581696,52587.4954205437,0,0.0811631606610686,0.56621744,0.2581716483132,2.03745951447108,0.00403951432513245,0.0625905610762669,0.43378256,0.0323165908939968,0.0197517916448,0.287997712744117,0.2266258331832,0.0396783779059,0.0800559342772,0,0.085378999604941,0.112592325707,0.05,0,0.0492381614864814,775100,0.157057252002249,,0.0989469944134949,0.855807750815746,0.105,0.2592325707079,0.267789361931621
250050,47.556114,-122.302828,Beacon Hill,http://www.zillow.com/local-info/WA-Seattle/Beacon-Hill/r_250050/,361900,0.0466593728901573,0.0886402478723034,0,0.1646226415094,,365900,0.1106933019976,0.151827621809746,0.0061104582843,0.70181959,,0.0173618462841,2877,0.156691828793543,0.2606132075471,249,0.306188769214538,0.017,0.306188769214538,0.0542811811695052,395500,Seattle,0.29818041,27.88111727441325,0.14299103731332,37,367200,0.226951951177361,0.0909518213866,0.8572940927376,1610,Washington,393800,397200,0.173948175281429,0,0.8572940927376,0.0388412660789759,0.127391878121512,326300,0.1253440609781,0.25802479761823,0.266052362844145,0.324150672317244,1950,0.151827621809746,0.0173618462841,0.0127358490566,45964.573467845,0,0.0781877355302833,0.29818041,0.1165687426556,3.10742637289388,0.0103652223078124,0.125334214111967,0.70181959,0.0737295873754479,0.1219741480611,0.173948175281429,0.2247641509433,0.4404230317273,0.1132784958871,0,0.0623911176226305,0.1205188679245,0.043,0,0.105133234637701,438300,0.145237767065409,,0.108579792084245,0.693811230785462,0.106,0.214858490566,0.234588935977033
250692,47.656187,-122.352184,Fremont,http://www.zillow.com/local-info/WA-Seattle/Fremont/r_250692/,505400,0.0656970834531383,0.0295064727750693,0,0.2556497175141,,554400,0.2550189907759,0.26542216086098,0.0290287574606,0.31936577,,0.4025869037995,4202,0.271084659193384,0.1488700564971,419,0.109884526120787,0.022,0.109884526120787,0.0261828458758195,567100,Seattle,0.68063423,24.39701961759638,0.290058145063624,36,440000,0.21064037626814,0.180412371134,0.4122877930476,1420,Washington,626500,637300,0.28070894711078,0,0.4122877930476,0.0514425750256046,0.0441895745116376,490600,0.18512530315269998,0.15377924626268,0.153177003752171,0.34875129685174,1952,0.26542216086098,0.4025869037995,0.0646892655367,44354.0479286694,0,0.0684872349707794,0.68063423,0.1413456321215,1.775175085758,0.00359013765882568,0.052404404923645,0.31936577,0.0245517736101526,0.133749321758,0.28070894711078,0.2327683615819,0.1030927835051,0.1573521432447,0,0.0956132368032007,0.0870056497175,0.081,0,0.0589699708865563,707300,0.158815035191436,,0.0949717374546471,0.890115473879213,0.143,0.1954802259887,0.251956081495988
251709,47.675777,-122.301115,Ravenna,http://www.zillow.com/local-info/WA-Seattle/Ravenna/r_251709/,573300,0.0538175071495088,0.0430424755454183,0,0.1323783650284,,570500,0.1956735496558,0.210746874333919,0.0039331366764,0.55190993,,0.0700900462399,4772,0.17522543789756,0.2548777475919,395,0.223859234870285,0.034,0.223859234870285,0.0371301432865286,646900,Seattle,0.44809007,26.518623399071462,0.262371094973473,35,426800,0.200891196007886,0.0808751229105,0.8870771477245,1630,Washington,652400,657600,0.242292479024498,0,0.8870771477245,0.0311064185434721,0.0944356686117787,524400,0.0428328060354,0.205442303549507,0.210039617226298,0.296284691447885,1928,0.210746874333919,0.0700900462399,0.0167942701901,51701.0901186037,0,0.10233495470869,0.44809007,0.3839724680432,2.22140999127023,0.00942465688626782,0.0911577637055265,0.55190993,0.0489763108824719,0.0412979351032,0.242292479024498,0.2254877747591,0.2600786627335,0.034169124877,0,0.0936426129151648,0.130649543097,0.05,0,0.0787123859206168,744100,0.14896998108687,,0.106085192258757,0.776140765129715,0.141,0.2341318844159,0.257870234037902
271932,47.578054,-122.308873,North Beacon Hill,http://www.zillow.com/local-info/WA-Seattle/North-Beacon-Hill/r_271932/,400900,0.0588544089802669,0.0671925107044654,0,0.1989826451226,,411600,0.2556346381969,0.15189933013514,0.0115658362989,0.47362105,,0.1976097832128,3163,0.172251821728253,0.185816876122,300,0.250018876633035,0.015,0.250018876633035,0.0577001508644931,439500,Seattle,0.52637895,27.022285519156494,0.162495448862657,37,306900,0.185463777212484,0.1020166073546,0.6500833796553,1460,Washington,463100,465500,0.227251295703347,0,0.6500833796553,0.0501838741118993,0.108304850086038,365100,0.1523068371317,0.214705452223649,0.231574714813338,0.343285792072004,1942,0.15189933013514,0.1976097832128,0.0296229802513,36520.7897392594,0,0.115440161396124,0.52637895,0.2052194543297,2.5889649027586,0.00783077316786612,0.121002040957124,0.47362105,0.0634340555199483,0.0978647686832,0.227251295703347,0.2734889287851,0.1820877817319,0.1456109134045,0,0.079371856440253,0.0927588270496,0.051,0,0.102690533104421,503000,0.171420797039776,,0.0946419975172668,0.749981123366965,0.105,0.2103530819868,0.213004357359186
271869,47.60819,-122.323829,First Hill,http://www.zillow.com/local-info/WA-Seattle/First-Hill/r_271869/,296000,0.0485247969821635,0.0516181502271053,0,NA,,352600,0.0585276634659,0.241535279649158,0.0109739368998,0.13148541,,0.9229035166816,2184,0.211952339412088,NA,439,0.0348921783236674,0.112,0.0348921783236674,0.0481555467735265,316700,Seattle,0.86851459,23.76948272695838,0.325631732648652,39,315000,0.145225968002172,0.1792409693644,0.0072137060414,1520,Washington,554900,564600,0.358960950600101,0,0.0072137060414,0.0796206229114747,0.0661653403227441,447800,0.06988277727669999,0.0995995383797747,0.108133339222072,0.360984674233021,1980,0.241535279649158,0.9229035166816,NA,27589.5014812832,0,0.0512073962656303,0.86851459,0.0466392318244,1.37766055504516,0.0154699254817287,0.0188235219000386,0.13148541,0.0694087790425219,0.1938728852309,0.358960950600101,NA,0.1636945587562,0.3470507544581,0,0.167865147008334,NA,0.082,0,0.119014991104943,663600,0.123268496651484,,0.0835254277329456,0.965107821676333,0.09,NA,0.205308035448322
