id,latitude,longitude,name,url,zindex,Census Summary-RelationshipStatus: Divorced-Female,Census Summary-AgeDecade: 60s,Affordability Data: Percent Listing Price Reduction,Census Summary-HomeSize: <1000sqft,Affordability Data: Foreclosures,Affordability Data: Median Sale Price,BuiltYear: 1900-1919,People Data: Single Females,BuiltYear: <1900,Homes & Real Estate Data: Owners,Affordability Data: Homes For Sale By Owner,Census Summary-HomeType: Condo,Affordability Data: Property Tax,Census Summary-AgeDecade: 30s,Census Summary-HomeSize: 1800-2400sqft,Affordability Data: Median List Price Per Sq Ft,People Data: Homes With Kids,Affordability Data: Percent Homes Decreasing,Census Summary-Household: WithKids,Census Summary-RelationshipStatus: Widowed-Female,Affordability Data: Zillow Home Value Index,city,Homes & Real Estate Data: Renters,People Data: Average Commute Time (Minutes),Census Summary-AgeDecade: 20s,People Data: Median Age,Affordability Data: Median Condo Value,Census Summary-CommuteTime: 30-45min,BuiltYear: >2000,Census Summary-HomeType: SingleFamily,Homes & Real Estate Data: Median Home Size (Sq. Ft.),state,Affordability Data: Median 3-Bedroom Home Value,Affordability Data: Median Single Family Home Value,People Data: Single Males,Affordability Data: Homes Recently Sold,Homes & Real Estate Data: Single-Family Homes,Census Summary-RelationshipStatus: Divorced-Male,Census Summary-AgeDecade: 10s,Affordability Data: Median 2-Bedroom Home Value,Census Summary-HomeType: Other,Census Summary-RelationshipStatus: Married-Female,Census Summary-RelationshipStatus: Married-Male,Census Summary-CommuteTime: 10-20min,Homes & Real Estate Data: Avg. Year Built,Census Summary-RelationshipStatus: Single-Female,Homes & Real Estate Data: Condos,Census Summary-HomeSize: >3600sqft,People Data: Median Household Income,Affordability Data: Homes For Sale,Census Summary-CommuteTime: 45-60min,Census Summary-Occupancy: Rent,BuiltYear: 1920-1939,People Data: Average Household Size,Census Summary-RelationshipStatus: Widowed-Male,Census Summary-AgeDecade: 0s,Census Summary-Occupancy: Own,Census Summary-CommuteTime: >=60min,BuiltYear: 1960-1979,Census Summary-RelationshipStatus: Single-Male,Census Summary-HomeSize: 1000-1400sqft,BuiltYear: 1940-1959,BuiltYear: 1980-1999,Affordability Data: Median List Price,Census Summary-CommuteTime: <10min,Census Summary-HomeSize: 2400-3600sqft,Affordability Data: Turnover (Sold Within Last Yr.),Affordability Data: Median Value Per Sq Ft,Census Summary-AgeDecade: >=70s,Affordability Data: Median 4-Bedroom Home Value,Census Summary-AgeDecade: 40s,Affordability Data: New Construction,Census Summary-AgeDecade: 50s,Census Summary-Household: NoKids,Affordability Data: 1-Yr. Change,Census Summary-HomeSize: 1400-1800sqft,Census Summary-CommuteTime: 20-30min
344019,47.581725,-122.387362,Admiral,http://www.zillow.com/local-info/WA-Seattle/Admiral/r_344019/,530100,0.0692926495110812,0.0615172222165996,0,0.1574074074074,,607800,0.2478709099058,0.13731794037353,0.0056028686687,0.63867492,,0.1087002317253,4361,0.213595232596761,0.2145438121047,372,0.217356925990933,0.024,0.217356925990933,0.0616626266521959,584500,Seattle,0.36132508,26.76478430239442,0.114097173471613,40,327400,0.170991623771894,0.1080233079336,0.7914472298293,1640,Washington,602000,606800,0.160447594292238,0,0.7914472298293,0.0502347776982701,0.0832885568889326,481000,0.0998525384452,0.250431067684718,0.260938664558741,0.263583335627171,1938,0.13731794037353,0.1087002317253,0.0383920505871,58771.936499985,0,0.12223784565765,0.36132508,0.2474226804123,2.0304279002037,0.0096746792292258,0.0852877177906321,0.63867492,0.0481961718583688,0.0533393097265,0.160447594292238,0.2145438121047,0.2478709099058,0.0898700134468,0,0.0949076468201622,0.1562782294489,0.065,0,0.123727988620649,693000,0.18633272639783,,0.132153382016983,0.782643074009067,0.121,0.2129629629629,0.300083376264753
344000,47.695035,-122.316628,Maple Leaf,http://www.zillow.com/local-info/WA-Seattle/Maple-Leaf/r_344000/,468500,0.0655973004177824,0.0482623578316393,0,0.1965250058699,,457800,0.0561140986672,0.190247324270213,NA,0.58462983,,0.164938954158,4081,0.204758038161418,0.2169523362291,325,0.20079045827271,0.047,0.20079045827271,0.0463485945910027,509100,Seattle,0.41537017,27.478803777613415,0.201692754839756,38,243100,0.194192871489478,0.0731821370119,0.7958995623128,1470,Washington,540300,532900,0.206027757796458,0,0.7958995623128,0.0421896856905679,0.0780201206011274,428600,0.039161483529,0.223175367006514,0.218640429890644,0.293861236086847,1941,0.190247324270213,0.164938954158,0.0119746419347,50372.7197026158,0,0.102098841735645,0.41537017,0.3546878653261,2.0986286665873,0.0077735403368187,0.0863542583278364,0.58462983,0.0570074457821263,0.114566284779,0.206027757796458,0.2629725287626,0.2782324058919,0.1222819733458,0,0.0606956844546752,0.088988025358,0.06,0,0.0973874859044453,597900,0.179661836136636,,0.103863148197141,0.79920954172729,0.1,0.2162479455271,0.292143920451229
271942,47.649291,-122.36301,North Queen Anne,http://www.zillow.com/local-info/WA-Seattle/North-Queen-Anne/r_271942/,658000,0.0507757442122174,0.0549779205866422,0,0.1577455919395,,662500,0.2729796421961,0.270795628766322,0.0104873534855,0.5441155,,0.2191616766467,5264,0.172617241558552,0.2147355163727,421,0.162782463550031,0.049,0.162782463550031,0.0328957648786808,693800,Seattle,0.4558845,23.084057372257764,0.265923107177823,35,353600,0.174579627873206,0.0814312152991,0.638622754491,1660,Washington,739600,760000,0.204770247991546,0,0.638622754491,0.0415617254211333,0.143730975236089,583600,0.1422155688622,0.194376869439798,0.194176460080224,0.254203897073108,1939,0.270795628766322,0.2191616766467,0.0494332493702,58573.3099234917,0,0.0808123605095889,0.4558845,0.2131400370141,1.95862602032944,0.0106475592100792,0.0594675423337571,0.5441155,0.0277620969336942,0.132017273288,0.204770247991546,0.1923803526448,0.1748920419494,0.1150524367674,0,0.204598184108444,0.1423173803526,0.067,0,0.0586867433296632,873300,0.137251607286564,,0.10734486249091,0.837217536449969,0.067,0.2358312342569,0.25804383350196
271808,47.614592,-122.348464,Belltown,http://www.zillow.com/local-info/WA-Seattle/Belltown/r_271808/,376700,0.088030207742024,0.0489750172400529,0,0.6705818082491,,389100,0.0571625344352,0.18176713513959,NA,0.29738256,,0.9767123287671,2833,0.259024044864215,0.0256760447965,522,0.0301429949995614,0.14,0.0301429949995614,0.027113794328232,384000,Seattle,0.70261744,23.681181477193864,0.248708573776601,39,384000,0.161039852891722,0.4834710743801,NA,855,Washington,554900,564600,0.359250568082255,0,0.6487942484377,0.0946618509396774,0.0318450610991161,580700,0.0228310502283,0.111139780653427,0.133695779358194,0.359945885695982,1998,0.18176713513959,0.9767123287671,0.0131111718109,36021.7794362357,0,0.0652783763495531,0.70261744,0.0036730945821,1.31406577189778,0.00434088375659974,0.0211975491255136,0.29738256,0.0456513359199831,0.1023875114784,0.359250568082255,0.1819175088773,NA,0.3516988062442,0,0.140794020744431,0.0196667577164,0.087,0,0.0589354146388203,663600,0.184834373417934,,0.146479965837747,0.969857005000439,0.039,0.063370663753,0.227290528398329
271961,47.672704,-122.355277,Phinney Ridge,http://www.zillow.com/local-info/WA-Seattle/Phinney-Ridge/r_271961/,586600,0.0729080539836001,0.0393157918327575,0,0.1801996223361,,618300,0.431757119828,0.202916294410878,0.011552928533,0.57384221,,0.1084529505582,4915,0.243617611508884,0.2185055300782,430,0.201986283185007,0.024,0.201986283185007,0.032477758520535,648400,Seattle,0.42615779,26.33673989452047,0.178023091441823,37,380700,0.182367588194196,0.0720042987641,0.8104731525784,1550,Washington,676700,667500,0.212117425611782,0,0.8104731525784,0.0440563262643827,0.0703209848270552,556400,0.08107389686330001,0.21318565484082,0.215021649439928,0.314657988985471,1921,0.202916294410878,0.1084529505582,0.0250876719719,56936.3233022279,0,0.102704118129458,0.42615779,0.2974207415368,2.06800045045951,0.00731683692807485,0.0892310624451255,0.57384221,0.0521451194589621,0.0403009134873,0.212117425611782,0.2322632856757,0.0709296077377,0.0760343901128,0,0.0898795828904629,0.1052063663339,0.053,0,0.0646787872943961,757200,0.203847569213872,,0.110965101436087,0.798013716814992,0.118,0.2330725654167,0.25824560234145
250780,47.679959,-122.333709,Green Lake,http://www.zillow.com/local-info/WA-Seattle/Green-Lake/r_250780/,573500,0.0667306128840938,0.0471681997509958,0,0.192036645525,,693400,0.2628650904033,0.217388761903493,0.02016689847,0.46838915,,0.227163047225,4686,0.219073817717729,0.1744186046511,433,0.15626157840426,0.025,0.15626157840426,0.0409515963508173,624500,Seattle,0.53161085,26.718700963653927,0.258285455408457,37,448800,0.211084472334105,0.1700278164116,0.6818338503964,1487,Washington,654300,666600,0.241604330905432,0,0.6818338503964,0.0502033339775158,0.0523173095773563,537500,0.0910031023784,0.193542792597677,0.184585518555787,0.345639528220906,1928,0.217388761903493,0.227163047225,0.0394644115574,55194.2985422671,0,0.0992718067950405,0.53161085,0.2562586926286,1.99382149416316,0.00499305282518442,0.071594347657832,0.46838915,0.0477241713465943,0.0737134909596,0.241604330905432,0.2487667371388,0.1286509040333,0.0883171070931,0,0.0596562924129351,0.1057082452431,0.058,0,0.0938394568140967,752100,0.160218120387275,,0.0975032926862585,0.84373842159574,0.1,0.2286821705426,0.236623728890419
250801,47.719604,-122.334753,Haller Lake,http://www.zillow.com/local-info/WA-Seattle/Haller-Lake/r_250801/,368700,0.059541441062581,0.0678852898126029,0,0.221078779276,,371300,0.015130190007,0.171925534957465,NA,0.55266015,,0.1690622861054,3321,0.169103534667781,0.1912704045422,273,0.224337389158387,0.033,0.224337389158387,0.0678532914494315,399900,Seattle,0.44733985,28.774104544926367,0.185195618204108,38,291500,0.229851452089839,0.1073187895847,0.764887063655,1440,Washington,408100,415500,0.205058803633883,0,0.764887063655,0.0394153813459629,0.0933047399561777,337300,0.0660506502395,0.213502903220445,0.228186266420778,0.230822871168159,1953,0.171925534957465,0.1690622861054,0.0230660042583,42074.8893510126,0,0.149506650600085,0.44733985,0.0749472202674,2.23318283776134,0.0145163779094529,0.101534117638158,0.55266015,0.0564982407407044,0.1470795214637,0.205058803633883,0.263307310149,0.4926108374384,0.1625615763546,0,0.0879959031001627,0.0901348474095,0.078,0,0.124510755211563,485400,0.159433950028331,,0.0990319944812783,0.775662610841613,0.1,0.2061745919091,0.24532488230105
271819,47.719649,-122.368414,Broadview,http://www.zillow.com/local-info/WA-Seattle/Broadview/r_271819/,518100,0.0657732182011337,0.070128350070338,0,0.0668159761104,,457400,0.0163265306122,0.131446679472916,NA,0.62869929,,0.0759856630824,4414,0.160741612284349,0.261291526689,304,0.21834420298484,0.122,0.21834420298484,0.0838731602972801,556200,Seattle,0.37130071,28.14416970036922,0.118421900649058,42,298600,0.20694494980414,0.0623376623376,0.8681003584229,1920,Washington,541600,577200,0.146565346505134,0,0.8681003584229,0.0447074689694302,0.0838974887395898,421600,0.0559139784945,0.254745683719423,0.259273975793365,0.25213512326418,1951,0.131446679472916,0.0759856630824,0.063829787234,51175.9623107037,0,0.140367816745214,0.37130071,0.121706864564,2.12868226314156,0.0136144670413193,0.0976057266297336,0.62869929,0.049837766667758,0.1614100185528,0.146565346505134,0.1795446061963,0.5758812615955,0.0623376623376,0,0.0723385424678205,0.2235908921239,0.054,0,0.177194701037596,657400,0.168138131790437,,0.123872088798899,0.78165579701516,0.09,0.2004479283314,0.278375801050887
271814,47.719625,-122.35012,Bitter Lake,http://www.zillow.com/local-info/WA-Seattle/Bitter-Lake/r_271814/,363500,0.0835241436732071,0.065614118801717,0,0.3667396061269,,255100,0.0266437473141,0.160447785156229,NA,0.41436928,,0.3783553472518,3111,0.180067652435699,0.1207877461706,267,0.172193273715119,0.04,0.172193273715119,0.107012589616204,387000,Seattle,0.58563072,27.635404469921898,0.171057302807715,42,193300,0.227772224208188,0.0928233777395,0.5688112484022,1235,Washington,414000,423600,0.185793592992666,0,0.5688112484022,0.0669897959116807,0.0832895070457357,342300,0.0528334043458,0.190840395969844,0.188043213152198,0.263040126264626,1962,0.160447785156229,0.3783553472518,0.0249452954048,37083.0844298206,0,0.134837339871086,0.58563072,0.1779114740008,1.90865596322005,0.0173484835279706,0.0661507886919878,0.41436928,0.039013410146217,0.1968199398366,0.185793592992666,0.234135667396,0.2728835410399,0.2324881822088,0,0.0757649596159165,0.052078774617,0.089,0,0.190605600000093,470700,0.147690127670389,,0.0955249025466629,0.827806726284881,0.09,0.1798687089715,0.259571939893966
271957,47.726604,-122.302454,Olympic Hills,http://www.zillow.com/local-info/WA-Seattle/Olympic-Hills/r_271957/,365200,0.0753443340943993,0.0774692562442222,0,0.1628334866605,,267000,0.0053050397877,0.162913898410854,NA,0.54342218,,0.2080624187256,3218,0.159194328916973,0.1899724011039,264,0.214284969803477,0.02,0.214284969803477,0.0527095208538615,392000,Seattle,0.45657782,28.332473867488456,0.181716725479598,40,296700,0.21478686915913,0.0676392572944,0.7334200260078,1520,Washington,403900,416000,0.172957384932042,0,0.7334200260078,0.0520385832209122,0.101517519715027,328900,0.0585175552665,0.229137883426261,0.248550090375586,0.254436037640368,1953,0.162913898410854,0.2080624187256,0.0160993560257,42666.1392695535,0,0.140664198285895,0.45657782,0.0809018567639,2.16790114691789,0.00634830468608302,0.0780648284756147,0.54342218,0.0477128708829404,0.2572944297082,0.172957384932042,0.2589696412143,0.4836427939876,0.105216622458,0,0.0619489373304978,0.0579576816927,0.054,0,0.131864783818131,454400,0.167032969326152,,0.103139588024282,0.785715030196523,0.091,0.2980680772769,0.280451086701169
344001,47.690136,-122.293779,Wedgwood,http://www.zillow.com/local-info/WA-Seattle/Wedgwood/r_344001/,523700,0.05906287944554,0.0709925338852726,0,0.1448392554991,,551900,0.0155457924974,0.140441391487534,NA,0.72427299,,0.0525091392489,4494,0.190369464315059,0.233502538071,353,0.268350314174235,0.042,0.268350314174235,0.0376966020575162,585300,Seattle,0.27572701,27.514869597024582,0.142767431640002,38,241600,0.207245378040232,0.0537343697194,0.9066134928547,1640,Washington,580700,593700,0.169986108032377,0,0.9066134928547,0.0350202610964058,0.0922175073826878,470000,0.0408773678962,0.276737917280321,0.271804516566769,0.281999502864442,1949,0.140441391487534,0.0525091392489,0.0182741116751,60405.1219714215,0,0.115107702850715,0.27572701,0.1078066914498,2.27883963225596,0.00925032403353684,0.105872765457693,0.72427299,0.0495846450403274,0.109158499493,0.169986108032377,0.218950930626,0.6400811084825,0.0733355863467,0,0.0670109943045333,0.1445008460236,0.049,0,0.101603001856407,651200,0.175656484471874,,0.120520810991004,0.731649685825765,0.147,0.2368866328257,0.279051776899751
